user_id,Date,touchpoint,Journey Number,User-Journey,Row
a100003195,2018-01-17,Facebook,1,a100003195-1,1
a100003196,2018-01-17,House Ads,1,a100003196-1,1
a100003197,2018-01-17,House Ads,1,a100003197-1,1
a100003198,2018-01-17,House Ads,1,a100003198-1,1
a100003199,2018-01-17,House Ads,1,a100003199-1,1
a100003200,2018-01-17,Push,1,a100003200-1,1
a100003201,2018-01-17,House Ads,1,a100003201-1,1
a100003202,2018-01-18,House Ads,1,a100003202-1,1
a100003203,2018-01-18,House Ads,1,a100003203-1,1
a100003204,2018-01-18,Push,1,a100003204-1,1
a100003205,2018-01-18,Facebook,1,a100003205-1,1
a100003206,2018-01-18,Instagram,1,a100003206-1,1
a100003207,2018-01-18,Instagram,1,a100003207-1,1
a100003208,2018-01-18,Facebook,1,a100003208-1,1
a100003209,2018-01-19,House Ads,1,a100003209-1,1
a100003210,2018-01-19,House Ads,1,a100003210-1,1
a100003211,2018-01-19,House Ads,1,a100003211-1,1
a100003212,2018-01-19,House Ads,1,a100003212-1,1
a100003213,2018-01-19,Push,1,a100003213-1,1
a100003214,2018-01-19,House Ads,1,a100003214-1,1
a100003215,2018-01-19,House Ads,1,a100003215-1,1
a100003216,2018-01-20,House Ads,1,a100003216-1,1
a100003217,2018-01-20,Push,1,a100003217-1,1
a100003218,2018-01-20,Facebook,1,a100003218-1,1
a100003219,2018-01-20,Instagram,1,a100003219-1,1
a100003220,2018-01-20,Instagram,1,a100003220-1,1
a100003221,2018-01-20,Facebook,1,a100003221-1,1
a100003222,2018-01-20,House Ads,1,a100003222-1,1
a100003223,2018-01-21,House Ads,1,a100003223-1,1
a100003224,2018-01-21,House Ads,1,a100003224-1,1
a100003225,2018-01-21,House Ads,1,a100003225-1,1
a100003226,2018-01-21,Push,1,a100003226-1,1
a100003227,2018-01-21,House Ads,1,a100003227-1,1
a100003228,2018-01-21,House Ads,1,a100003228-1,1
a100003229,2018-01-21,House Ads,1,a100003229-1,1
a100003230,2018-01-22,Push,1,a100003230-1,1
a100003231,2018-01-22,Facebook,1,a100003231-1,1
a100003232,2018-01-22,Instagram,1,a100003232-1,1
a100003233,2018-01-22,Instagram,1,a100003233-1,1
a100003234,2018-01-22,Facebook,1,a100003234-1,1
a100003235,2018-01-22,House Ads,1,a100003235-1,1
a100003236,2018-01-22,House Ads,1,a100003236-1,1
a100003237,2018-01-23,House Ads,1,a100003237-1,1
a100003238,2018-01-23,House Ads,1,a100003238-1,1
a100003239,2018-01-23,Push,1,a100003239-1,1
a100003240,2018-01-23,House Ads,1,a100003240-1,1
a100003241,2018-01-23,House Ads,1,a100003241-1,1
a100003242,2018-01-23,House Ads,1,a100003242-1,1
a100003243,2018-01-23,Push,1,a100003243-1,1
a100003244,2018-01-24,Facebook,1,a100003244-1,1
a100003245,2018-01-24,Instagram,1,a100003245-1,1
a100003246,2018-01-24,Instagram,1,a100003246-1,1
a100003247,2018-01-24,Facebook,1,a100003247-1,1
a100003248,2018-01-24,House Ads,1,a100003248-1,1
a100003249,2018-01-24,House Ads,1,a100003249-1,1
a100003250,2018-01-24,House Ads,1,a100003250-1,1
a100003251,2018-01-24,House Ads,1,a100003251-1,1
a100003252,2018-01-25,Push,1,a100003252-1,1
a100003253,2018-01-25,House Ads,1,a100003253-1,1
a100003254,2018-01-25,House Ads,1,a100003254-1,1
a100003255,2018-01-25,House Ads,1,a100003255-1,1
a100003256,2018-01-25,Push,1,a100003256-1,1
a100003257,2018-01-25,Facebook,1,a100003257-1,1
a100003258,2018-01-25,Instagram,1,a100003258-1,1
a100003259,2018-01-26,Instagram,1,a100003259-1,1
a100003260,2018-01-26,Facebook,1,a100003260-1,1
a100003261,2018-01-26,House Ads,1,a100003261-1,1
a100003262,2018-01-26,House Ads,1,a100003262-1,1
a100003263,2018-01-26,House Ads,1,a100003263-1,1
a100003264,2018-01-26,House Ads,1,a100003264-1,1
a100003265,2018-01-26,Push,1,a100003265-1,1
a100003266,2018-01-27,House Ads,1,a100003266-1,1
a100003267,2018-01-27,House Ads,1,a100003267-1,1
a100003268,2018-01-27,House Ads,1,a100003268-1,1
a100003269,2018-01-27,Push,1,a100003269-1,1
a100003270,2018-01-27,Facebook,1,a100003270-1,1
a100003271,2018-01-27,Instagram,1,a100003271-1,1
a100003272,2018-01-27,Instagram,1,a100003272-1,1
a100003273,2018-01-28,Facebook,1,a100003273-1,1
a100003274,2018-01-28,House Ads,1,a100003274-1,1
a100003275,2018-01-28,House Ads,1,a100003275-1,1
a100003276,2018-01-28,House Ads,1,a100003276-1,1
a100003277,2018-01-28,House Ads,1,a100003277-1,1
a100003278,2018-01-28,Push,1,a100003278-1,1
a100003279,2018-01-28,House Ads,1,a100003279-1,1
a100003280,2018-01-29,House Ads,1,a100003280-1,1
a100003281,2018-01-29,House Ads,1,a100003281-1,1
a100003282,2018-01-29,Push,1,a100003282-1,1
a100003283,2018-01-29,Facebook,1,a100003283-1,1
a100003284,2018-01-29,Instagram,1,a100003284-1,1
a100003285,2018-01-29,Instagram,1,a100003285-1,1
a100003286,2018-01-29,Facebook,1,a100003286-1,1
a100003287,2018-01-30,House Ads,1,a100003287-1,1
a100003288,2018-01-30,House Ads,1,a100003288-1,1
a100003289,2018-01-30,House Ads,1,a100003289-1,1
a100003290,2018-01-30,House Ads,1,a100003290-1,1
a100003291,2018-01-30,Push,1,a100003291-1,1
a100003292,2018-01-30,House Ads,1,a100003292-1,1
a100003293,2018-01-30,House Ads,1,a100003293-1,1
a100003294,2018-01-31,House Ads,1,a100003294-1,1
a100003295,2018-01-31,Push,1,a100003295-1,1
a100003296,2018-01-31,Facebook,1,a100003296-1,1
a100003297,2018-01-31,Instagram,1,a100003297-1,1
a100003298,2018-01-31,Instagram,1,a100003298-1,1
a100003299,2018-01-31,Facebook,1,a100003299-1,1
a100003300,2018-01-31,House Ads,1,a100003300-1,1
a100003301,2018-01-01,House Ads,1,a100003301-1,1
a100003302,2018-01-01,House Ads,1,a100003302-1,1
a100003303,2018-01-01,House Ads,1,a100003303-1,1
a100003304,2018-01-01,Push,1,a100003304-1,1
a100003305,2018-01-01,House Ads,1,a100003305-1,1
a100003306,2018-01-01,House Ads,1,a100003306-1,1
a100003307,2018-01-01,House Ads,1,a100003307-1,1
a100003308,2018-01-02,Push,1,a100003308-1,1
a100003309,2018-01-02,Facebook,1,a100003309-1,1
a100003310,2018-01-02,Instagram,1,a100003310-1,1
a100003311,2018-01-02,Instagram,1,a100003311-1,1
a100003312,2018-01-02,Facebook,1,a100003312-1,1
a100003313,2018-01-02,House Ads,1,a100003313-1,1
a100003314,2018-01-02,House Ads,1,a100003314-1,1
a100003315,2018-01-03,House Ads,1,a100003315-1,1
a100003316,2018-01-03,House Ads,1,a100003316-1,1
a100003317,2018-01-03,Push,1,a100003317-1,1
a100003318,2018-01-03,House Ads,1,a100003318-1,1
a100003319,2018-01-03,House Ads,1,a100003319-1,1
a100003320,2018-01-03,House Ads,1,a100003320-1,1
a100003321,2018-01-03,Push,1,a100003321-1,1
a100003322,2018-01-04,Facebook,1,a100003322-1,1
a100003323,2018-01-04,Instagram,1,a100003323-1,1
a100003324,2018-01-04,Instagram,1,a100003324-1,1
a100003325,2018-01-04,Facebook,1,a100003325-1,1
a100003326,2018-01-04,House Ads,1,a100003326-1,1
a100003327,2018-01-04,House Ads,1,a100003327-1,1
a100003328,2018-01-04,House Ads,1,a100003328-1,1
a100003329,2018-01-05,House Ads,1,a100003329-1,1
a100003330,2018-01-05,Push,1,a100003330-1,1
a100003331,2018-01-05,House Ads,1,a100003331-1,1
a100003332,2018-01-05,House Ads,1,a100003332-1,1
a100003333,2018-01-05,House Ads,1,a100003333-1,1
a100003334,2018-01-05,Push,1,a100003334-1,1
a100003335,2018-01-05,Facebook,1,a100003335-1,1
a100003336,2018-01-06,Instagram,1,a100003336-1,1
a100003337,2018-01-06,Instagram,1,a100003337-1,1
a100003338,2018-01-06,Facebook,1,a100003338-1,1
a100003339,2018-01-06,House Ads,1,a100003339-1,1
a100003340,2018-01-06,House Ads,1,a100003340-1,1
a100003341,2018-01-06,House Ads,1,a100003341-1,1
a100003342,2018-01-06,House Ads,1,a100003342-1,1
a100003343,2018-01-07,Push,1,a100003343-1,1
a100003344,2018-01-07,House Ads,1,a100003344-1,1
a100003345,2018-01-07,House Ads,1,a100003345-1,1
a100003346,2018-01-07,House Ads,1,a100003346-1,1
a100003347,2018-01-07,Push,1,a100003347-1,1
a100003348,2018-01-07,Facebook,1,a100003348-1,1
a100003349,2018-01-08,Instagram,1,a100003349-1,1
a100003350,2018-01-08,Instagram,1,a100003350-1,1
a100003351,2018-01-08,Facebook,1,a100003351-1,1
a100003352,2018-01-08,House Ads,1,a100003352-1,1
a100003353,2018-01-08,House Ads,1,a100003353-1,1
a100003354,2018-01-08,House Ads,1,a100003354-1,1
a100003355,2018-01-08,House Ads,1,a100003355-1,1
a100003356,2018-01-09,Push,1,a100003356-1,1
a100003357,2018-01-09,House Ads,1,a100003357-1,1
a100003358,2018-01-09,House Ads,1,a100003358-1,1
a100003359,2018-01-09,House Ads,1,a100003359-1,1
a100003360,2018-01-09,Push,1,a100003360-1,1
a100003361,2018-01-09,Facebook,1,a100003361-1,1
a100003362,2018-01-09,Instagram,1,a100003362-1,1
a100003363,2018-01-10,Instagram,1,a100003363-1,1
a100003364,2018-01-10,Facebook,1,a100003364-1,1
a100003365,2018-01-10,House Ads,1,a100003365-1,1
a100003366,2018-01-10,House Ads,1,a100003366-1,1
a100003367,2018-01-10,House Ads,1,a100003367-1,1
a100003368,2018-01-10,House Ads,1,a100003368-1,1
a100003369,2018-01-10,Push,1,a100003369-1,1
a100003370,2018-01-11,House Ads,1,a100003370-1,1
a100003371,2018-01-11,House Ads,1,a100003371-1,1
a100003372,2018-01-11,House Ads,1,a100003372-1,1
a100003373,2018-01-11,Push,1,a100003373-1,1
a100003374,2018-01-11,Facebook,1,a100003374-1,1
a100003375,2018-01-11,Instagram,1,a100003375-1,1
a100003376,2018-01-11,Instagram,1,a100003376-1,1
a100003377,2018-01-12,Facebook,1,a100003377-1,1
a100003378,2018-01-12,House Ads,1,a100003378-1,1
a100003379,2018-01-12,House Ads,1,a100003379-1,1
a100003380,2018-01-12,House Ads,1,a100003380-1,1
a100003381,2018-01-12,House Ads,1,a100003381-1,1
a100003382,2018-01-12,Push,1,a100003382-1,1
a100003383,2018-01-12,House Ads,1,a100003383-1,1
a100003384,2018-01-13,House Ads,1,a100003384-1,1
a100003385,2018-01-13,House Ads,1,a100003385-1,1
a100003386,2018-01-13,Push,1,a100003386-1,1
a100003387,2018-01-13,Facebook,1,a100003387-1,1
a100003388,2018-01-13,Instagram,1,a100003388-1,1
a100003389,2018-01-13,Instagram,1,a100003389-1,1
a100003390,2018-01-13,Facebook,1,a100003390-1,1
a100003391,2018-01-14,House Ads,1,a100003391-1,1
a100003392,2018-01-14,House Ads,1,a100003392-1,1
a100003393,2018-01-14,House Ads,1,a100003393-1,1
a100003394,2018-01-14,House Ads,1,a100003394-1,1
a100003395,2018-01-14,Push,1,a100003395-1,1
a100003396,2018-01-14,House Ads,1,a100003396-1,1
a100003397,2018-01-14,House Ads,1,a100003397-1,1
a100003398,2018-01-15,House Ads,1,a100003398-1,1
a100003399,2018-01-15,Push,1,a100003399-1,1
a100003400,2018-01-15,Facebook,1,a100003400-1,1
a100003401,2018-01-15,Instagram,1,a100003401-1,1
a100003402,2018-01-15,Instagram,1,a100003402-1,1
a100003403,2018-01-15,Facebook,1,a100003403-1,1
a100003404,2018-01-15,House Ads,1,a100003404-1,1
a100003405,2018-01-16,House Ads,1,a100003405-1,1
a100003406,2018-01-16,House Ads,1,a100003406-1,1
a100003407,2018-01-16,House Ads,1,a100003407-1,1
a100003408,2018-01-16,Push,1,a100003408-1,1
a100003409,2018-01-16,House Ads,1,a100003409-1,1
a100003410,2018-01-16,House Ads,1,a100003410-1,1
a100003411,2018-01-16,House Ads,1,a100003411-1,1
a100003412,2018-01-17,Push,1,a100003412-1,1
a100003413,2018-01-17,Facebook,1,a100003413-1,1
a100003414,2018-01-17,Instagram,1,a100003414-1,1
a100003415,2018-01-17,Instagram,1,a100003415-1,1
a100003416,2018-01-17,Facebook,1,a100003416-1,1
a100003417,2018-01-17,House Ads,1,a100003417-1,1
a100003418,2018-01-17,House Ads,1,a100003418-1,1
a100003419,2018-01-18,House Ads,1,a100003419-1,1
a100003420,2018-01-18,House Ads,1,a100003420-1,1
a100003421,2018-01-18,Push,1,a100003421-1,1
a100003422,2018-01-18,House Ads,1,a100003422-1,1
a100003423,2018-01-18,House Ads,1,a100003423-1,1
a100003424,2018-01-18,House Ads,1,a100003424-1,1
a100003425,2018-01-18,Push,1,a100003425-1,1
a100003426,2018-01-19,Facebook,1,a100003426-1,1
a100003427,2018-01-19,Instagram,1,a100003427-1,1
a100003428,2018-01-19,Instagram,1,a100003428-1,1
a100003429,2018-01-19,Facebook,1,a100003429-1,1
a100003430,2018-01-19,House Ads,1,a100003430-1,1
a100003431,2018-01-19,House Ads,1,a100003431-1,1
a100003432,2018-01-19,House Ads,1,a100003432-1,1
a100003433,2018-01-20,House Ads,1,a100003433-1,1
a100003434,2018-01-20,Push,1,a100003434-1,1
a100003435,2018-01-20,House Ads,1,a100003435-1,1
a100003436,2018-01-20,House Ads,1,a100003436-1,1
a100003437,2018-01-20,House Ads,1,a100003437-1,1
a100003438,2018-01-20,Push,1,a100003438-1,1
a100003439,2018-01-20,Facebook,1,a100003439-1,1
a100003440,2018-01-21,Instagram,1,a100003440-1,1
a100003441,2018-01-21,Instagram,1,a100003441-1,1
a100003442,2018-01-21,Facebook,1,a100003442-1,1
a100003443,2018-01-21,House Ads,1,a100003443-1,1
a100003444,2018-01-21,House Ads,1,a100003444-1,1
a100003445,2018-01-21,House Ads,1,a100003445-1,1
a100003446,2018-01-21,House Ads,1,a100003446-1,1
a100003447,2018-01-22,Push,1,a100003447-1,1
a100003448,2018-01-22,House Ads,1,a100003448-1,1
a100003449,2018-01-22,House Ads,1,a100003449-1,1
a100003450,2018-01-22,House Ads,1,a100003450-1,1
a100003451,2018-01-22,Push,1,a100003451-1,1
a100003452,2018-01-22,Facebook,1,a100003452-1,1
a100003453,2018-01-22,Instagram,1,a100003453-1,1
a100003454,2018-01-23,Instagram,1,a100003454-1,1
a100003455,2018-01-23,Facebook,1,a100003455-1,1
a100003456,2018-01-23,House Ads,1,a100003456-1,1
a100003457,2018-01-23,House Ads,1,a100003457-1,1
a100003458,2018-01-23,House Ads,1,a100003458-1,1
a100003459,2018-01-23,House Ads,1,a100003459-1,1
a100003460,2018-01-23,Push,1,a100003460-1,1
a100003461,2018-01-24,House Ads,1,a100003461-1,1
a100003462,2018-01-24,House Ads,1,a100003462-1,1
a100003463,2018-01-24,House Ads,1,a100003463-1,1
a100003464,2018-01-24,Push,1,a100003464-1,1
a100003465,2018-01-24,Facebook,1,a100003465-1,1
a100003466,2018-01-24,Instagram,1,a100003466-1,1
a100003467,2018-01-24,Instagram,1,a100003467-1,1
a100003468,2018-01-24,Facebook,1,a100003468-1,1
a100003469,2018-01-25,House Ads,1,a100003469-1,1
a100003470,2018-01-25,House Ads,1,a100003470-1,1
a100003471,2018-01-25,House Ads,1,a100003471-1,1
a100003472,2018-01-25,House Ads,1,a100003472-1,1
a100003473,2018-01-25,Push,1,a100003473-1,1
a100003474,2018-01-25,House Ads,1,a100003474-1,1
a100003475,2018-01-25,House Ads,1,a100003475-1,1
a100003476,2018-01-26,House Ads,1,a100003476-1,1
a100003477,2018-01-26,Push,1,a100003477-1,1
a100003478,2018-01-26,Facebook,1,a100003478-1,1
a100003479,2018-01-26,Instagram,1,a100003479-1,1
a100003480,2018-01-26,Instagram,1,a100003480-1,1
a100003481,2018-01-26,Facebook,1,a100003481-1,1
a100003482,2018-01-26,House Ads,1,a100003482-1,1
a100003483,2018-01-27,House Ads,1,a100003483-1,1
a100003484,2018-01-27,House Ads,1,a100003484-1,1
a100003485,2018-01-27,House Ads,1,a100003485-1,1
a100003486,2018-01-27,Push,1,a100003486-1,1
a100003487,2018-01-27,House Ads,1,a100003487-1,1
a100003488,2018-01-27,House Ads,1,a100003488-1,1
a100003489,2018-01-27,House Ads,1,a100003489-1,1
a100003490,2018-01-28,Push,1,a100003490-1,1
a100003491,2018-01-28,Facebook,1,a100003491-1,1
a100003492,2018-01-28,Instagram,1,a100003492-1,1
a100003493,2018-01-28,Instagram,1,a100003493-1,1
a100003494,2018-01-28,Facebook,1,a100003494-1,1
a100003495,2018-01-28,House Ads,1,a100003495-1,1
a100003496,2018-01-28,House Ads,1,a100003496-1,1
a100003497,2018-01-29,House Ads,1,a100003497-1,1
a100003498,2018-01-29,House Ads,1,a100003498-1,1
a100003499,2018-01-29,Push,1,a100003499-1,1
a100003500,2018-01-29,House Ads,1,a100003500-1,1
a100003501,2018-01-29,House Ads,1,a100003501-1,1
a100003502,2018-01-29,House Ads,1,a100003502-1,1
a100003503,2018-01-29,Push,1,a100003503-1,1
a100003504,2018-01-30,Facebook,1,a100003504-1,1
a100003505,2018-01-30,Instagram,1,a100003505-1,1
a100003506,2018-01-30,Instagram,1,a100003506-1,1
a100003507,2018-01-30,Facebook,1,a100003507-1,1
a100003508,2018-01-30,House Ads,1,a100003508-1,1
a100003509,2018-01-30,House Ads,1,a100003509-1,1
a100003510,2018-01-30,House Ads,1,a100003510-1,1
a100003511,2018-01-31,House Ads,1,a100003511-1,1
a100003512,2018-01-31,Push,1,a100003512-1,1
a100003513,2018-01-31,House Ads,1,a100003513-1,1
a100003514,2018-01-31,House Ads,1,a100003514-1,1
a100003515,2018-01-31,House Ads,1,a100003515-1,1
a100003516,2018-01-31,Push,1,a100003516-1,1
a100003517,2018-01-31,Facebook,1,a100003517-1,1
a100003518,2018-01-01,Instagram,1,a100003518-1,1
a100003519,2018-01-01,Instagram,1,a100003519-1,1
a100003520,2018-01-01,Facebook,1,a100003520-1,1
a100003521,2018-01-01,House Ads,1,a100003521-1,1
a100003522,2018-01-01,House Ads,1,a100003522-1,1
a100003523,2018-01-01,House Ads,1,a100003523-1,1
a100003524,2018-01-01,House Ads,1,a100003524-1,1
a100003525,2018-01-02,Push,1,a100003525-1,1
a100003526,2018-01-02,House Ads,1,a100003526-1,1
a100003527,2018-01-02,House Ads,1,a100003527-1,1
a100003528,2018-01-02,House Ads,1,a100003528-1,1
a100003529,2018-01-02,Push,1,a100003529-1,1
a100003530,2018-01-02,Facebook,1,a100003530-1,1
a100003531,2018-01-02,Instagram,1,a100003531-1,1
a100003532,2018-01-03,Instagram,1,a100003532-1,1
a100003533,2018-01-03,Facebook,1,a100003533-1,1
a100003534,2018-01-03,House Ads,1,a100003534-1,1
a100003535,2018-01-03,House Ads,1,a100003535-1,1
a100003536,2018-01-03,House Ads,1,a100003536-1,1
a100003537,2018-01-03,House Ads,1,a100003537-1,1
a100003538,2018-01-03,Push,1,a100003538-1,1
a100003539,2018-01-04,House Ads,1,a100003539-1,1
a100003540,2018-01-04,House Ads,1,a100003540-1,1
a100003541,2018-01-04,House Ads,1,a100003541-1,1
a100003542,2018-01-04,Push,1,a100003542-1,1
a100003543,2018-01-04,Facebook,1,a100003543-1,1
a100003544,2018-01-04,Instagram,1,a100003544-1,1
a100003545,2018-01-04,Instagram,1,a100003545-1,1
a100003546,2018-01-05,Facebook,1,a100003546-1,1
a100003547,2018-01-05,House Ads,1,a100003547-1,1
a100003548,2018-01-05,House Ads,1,a100003548-1,1
a100003549,2018-01-05,House Ads,1,a100003549-1,1
a100003550,2018-01-05,House Ads,1,a100003550-1,1
a100003551,2018-01-05,Push,1,a100003551-1,1
a100003552,2018-01-05,House Ads,1,a100003552-1,1
a100003553,2018-01-06,House Ads,1,a100003553-1,1
a100003554,2018-01-06,House Ads,1,a100003554-1,1
a100003555,2018-01-06,Push,1,a100003555-1,1
a100003556,2018-01-06,Facebook,1,a100003556-1,1
a100003557,2018-01-06,Instagram,1,a100003557-1,1
a100003558,2018-01-06,Instagram,1,a100003558-1,1
a100003559,2018-01-06,Facebook,1,a100003559-1,1
a100003560,2018-01-07,House Ads,1,a100003560-1,1
a100003561,2018-01-07,House Ads,1,a100003561-1,1
a100003562,2018-01-07,House Ads,1,a100003562-1,1
a100003563,2018-01-07,House Ads,1,a100003563-1,1
a100003564,2018-01-07,Push,1,a100003564-1,1
a100003565,2018-01-07,House Ads,1,a100003565-1,1
a100003566,2018-01-08,House Ads,1,a100003566-1,1
a100003567,2018-01-08,House Ads,1,a100003567-1,1
a100003568,2018-01-08,Push,1,a100003568-1,1
a100003569,2018-01-08,Facebook,1,a100003569-1,1
a100003570,2018-01-08,Instagram,1,a100003570-1,1
a100003571,2018-01-08,Instagram,1,a100003571-1,1
a100003572,2018-01-08,Facebook,1,a100003572-1,1
a100003573,2018-01-09,House Ads,1,a100003573-1,1
a100003574,2018-01-09,House Ads,1,a100003574-1,1
a100003575,2018-01-09,House Ads,1,a100003575-1,1
a100003576,2018-01-09,House Ads,1,a100003576-1,1
a100003577,2018-01-09,Push,1,a100003577-1,1
a100003578,2018-01-09,House Ads,1,a100003578-1,1
a100003579,2018-01-09,House Ads,1,a100003579-1,1
a100003580,2018-01-10,House Ads,1,a100003580-1,1
a100003581,2018-01-10,Push,1,a100003581-1,1
a100003582,2018-01-10,Facebook,1,a100003582-1,1
a100003583,2018-01-10,Instagram,1,a100003583-1,1
a100003584,2018-01-10,Instagram,1,a100003584-1,1
a100003585,2018-01-10,Facebook,1,a100003585-1,1
a100003586,2018-01-10,House Ads,1,a100003586-1,1
a100003587,2018-01-11,House Ads,1,a100003587-1,1
a100003588,2018-01-11,House Ads,1,a100003588-1,1
a100003589,2018-01-11,House Ads,1,a100003589-1,1
a100003590,2018-01-11,Push,1,a100003590-1,1
a100003591,2018-01-11,House Ads,1,a100003591-1,1
a100003592,2018-01-11,House Ads,1,a100003592-1,1
a100003593,2018-01-11,House Ads,1,a100003593-1,1
a100003594,2018-01-12,Push,1,a100003594-1,1
a100003594,2018-01-26,House Ads,1,a100003594-1,2
a100003595,2018-01-12,Facebook,1,a100003595-1,1
a100003595,2018-01-26,House Ads,1,a100003595-1,2
a100003596,2018-01-12,Instagram,1,a100003596-1,1
a100003596,2018-01-27,House Ads,1,a100003596-1,2
a100003597,2018-01-12,Instagram,1,a100003597-1,1
a100003597,2018-01-27,House Ads,1,a100003597-1,2
a100003598,2018-01-12,Facebook,1,a100003598-1,1
a100003598,2018-01-27,House Ads,1,a100003598-1,2
a100003599,2018-01-12,House Ads,1,a100003599-1,1
a100003599,2018-01-27,House Ads,1,a100003599-1,2
a100003600,2018-01-12,House Ads,1,a100003600-1,1
a100003600,2018-01-27,House Ads,1,a100003600-1,2
a100003601,2018-01-13,House Ads,1,a100003601-1,1
a100003601,2018-01-27,House Ads,1,a100003601-1,2
a100003602,2018-01-13,House Ads,1,a100003602-1,1
a100003602,2018-01-27,House Ads,1,a100003602-1,2
a100003603,2018-01-13,Push,1,a100003603-1,1
a100003603,2018-01-28,House Ads,1,a100003603-1,2
a100003604,2018-01-13,House Ads,1,a100003604-1,1
a100003604,2018-01-28,House Ads,1,a100003604-1,2
a100003605,2018-01-13,House Ads,1,a100003605-1,1
a100003605,2018-01-28,House Ads,1,a100003605-1,2
a100003606,2018-01-13,House Ads,1,a100003606-1,1
a100003606,2018-01-28,House Ads,1,a100003606-1,2
a100003607,2018-01-13,Push,1,a100003607-1,1
a100003607,2018-01-28,House Ads,1,a100003607-1,2
a100003608,2018-01-14,Facebook,1,a100003608-1,1
a100003608,2018-01-28,House Ads,1,a100003608-1,2
a100003609,2018-01-14,Instagram,1,a100003609-1,1
a100003609,2018-01-28,House Ads,1,a100003609-1,2
a100003610,2018-01-14,Instagram,1,a100003610-1,1
a100003610,2018-01-29,House Ads,1,a100003610-1,2
a100003611,2018-01-14,Facebook,1,a100003611-1,1
a100003611,2018-01-29,House Ads,1,a100003611-1,2
a100003612,2018-01-14,House Ads,1,a100003612-1,1
a100003612,2018-01-29,House Ads,1,a100003612-1,2
a100003613,2018-01-14,House Ads,1,a100003613-1,1
a100003613,2018-01-29,House Ads,1,a100003613-1,2
a100003614,2018-01-14,House Ads,1,a100003614-1,1
a100003614,2018-01-29,House Ads,1,a100003614-1,2
a100003615,2018-01-15,House Ads,1,a100003615-1,1
a100003615,2018-01-29,House Ads,1,a100003615-1,2
a100003616,2018-01-15,Push,1,a100003616-1,1
a100003616,2018-01-29,House Ads,1,a100003616-1,2
a100003617,2018-01-15,House Ads,1,a100003617-1,1
a100003617,2018-01-30,House Ads,1,a100003617-1,2
a100003618,2018-01-15,House Ads,1,a100003618-1,1
a100003618,2018-01-30,House Ads,1,a100003618-1,2
a100003619,2018-01-15,House Ads,1,a100003619-1,1
a100003619,2018-01-30,House Ads,1,a100003619-1,2
a100003620,2018-01-15,Push,1,a100003620-1,1
a100003620,2018-01-30,House Ads,1,a100003620-1,2
a100003621,2018-01-15,Facebook,1,a100003621-1,1
a100003621,2018-01-30,House Ads,1,a100003621-1,2
a100003622,2018-01-16,Instagram,1,a100003622-1,1
a100003622,2018-01-30,House Ads,1,a100003622-1,2
a100003623,2018-01-16,Instagram,1,a100003623-1,1
a100003623,2018-01-30,House Ads,1,a100003623-1,2
a100003624,2018-01-16,Facebook,1,a100003624-1,1
a100003624,2018-01-31,House Ads,1,a100003624-1,2
a100003625,2018-01-16,House Ads,1,a100003625-1,1
a100003625,2018-01-31,House Ads,1,a100003625-1,2
a100003626,2018-01-16,House Ads,1,a100003626-1,1
a100003626,2018-01-31,House Ads,1,a100003626-1,2
a100003627,2018-01-16,House Ads,1,a100003627-1,1
a100003627,2018-01-31,House Ads,1,a100003627-1,2
a100003628,2018-01-16,House Ads,1,a100003628-1,1
a100003628,2018-01-31,House Ads,1,a100003628-1,2
a100003629,2018-01-17,Push,1,a100003629-1,1
a100003629,2018-01-31,House Ads,1,a100003629-1,2
a100003630,2018-01-17,House Ads,1,a100003630-1,1
a100003630,2018-01-31,House Ads,1,a100003630-1,2
a100003631,2018-01-01,House Ads,1,a100003631-1,1
a100003631,2018-01-17,House Ads,1,a100003631-1,2
a100003632,2018-01-01,House Ads,1,a100003632-1,1
a100003632,2018-01-17,House Ads,1,a100003632-1,2
a100003633,2018-01-01,House Ads,1,a100003633-1,1
a100003633,2018-01-17,Push,1,a100003633-1,2
a100003634,2018-01-01,House Ads,1,a100003634-1,1
a100003634,2018-01-17,Facebook,1,a100003634-1,2
a100003635,2018-01-01,House Ads,1,a100003635-1,1
a100003635,2018-01-17,Instagram,1,a100003635-1,2
a100003636,2018-01-01,House Ads,1,a100003636-1,1
a100003636,2018-01-18,Instagram,1,a100003636-1,2
a100003637,2018-01-01,House Ads,1,a100003637-1,1
a100003637,2018-01-18,Facebook,1,a100003637-1,2
a100003638,2018-01-02,House Ads,1,a100003638-1,1
a100003638,2018-01-18,House Ads,1,a100003638-1,2
a100003639,2018-01-02,House Ads,1,a100003639-1,1
a100003639,2018-01-18,House Ads,1,a100003639-1,2
a100003640,2018-01-02,House Ads,1,a100003640-1,1
a100003640,2018-01-18,House Ads,1,a100003640-1,2
a100003641,2018-01-02,House Ads,1,a100003641-1,1
a100003641,2018-01-18,House Ads,1,a100003641-1,2
a100003642,2018-01-02,House Ads,1,a100003642-1,1
a100003642,2018-01-18,Push,1,a100003642-1,2
a100003643,2018-01-02,House Ads,1,a100003643-1,1
a100003643,2018-01-19,House Ads,1,a100003643-1,2
a100003644,2018-01-02,House Ads,1,a100003644-1,1
a100003644,2018-01-19,House Ads,1,a100003644-1,2
a100003645,2018-01-03,House Ads,1,a100003645-1,1
a100003645,2018-01-19,House Ads,1,a100003645-1,2
